ParcelNumber,CurrentAssessedValue,OBJECTID,st_number,st_name,st_unit,LEGALDESCR,LOTSQFT,neighborhood
18A102000,613400,12161,312,HUNTLEY AVE,,LOT 52 PH 1 HUNTLEY,0.0,Barracks Road
18A103000,605300,12162,310,HUNTLEY AVE,,LOT 53 PH 1 HUNTLEY,0.0,10th & Page
18A104000,614700,12163,308,HUNTLEY AVE,,LOT 54 PH 1 HUNTLEY,0.0,Woolen Mills
18A105000,590300,12164,306,HUNTLEY AVE,,LOT 55 PH 1 HUNTLEY,0.0,Barracks Rugby
18A106000,583700,12165,304,HUNTLEY AVE,,LOT 56 PH 1 HUNTLEY,0.0,Fry's Spring
18A107000,590300,12166,300,HUNTLEY AVE,,LOT 57 PH 1 HUNTLEY,0.0,Woolen Mills
18A108000,629100,12167,254,HUNTLEY AVE,,LOT 58 PH 1 HUNTLEY,0.0,Woolen Mills
18A109000,614800,12168,250,HUNTLEY AVE,,LOT 59 PH 1 HUNTLEY,0.0,Barracks Rugby
18A110000,676700,12169,246,HUNTLEY AVE,,LOT 60 PH 1 HUNTLEY,0.0,Barracks Road
18A111000,627000,12170,244,HUNTLEY AVE,,LOT 61 PH 1 HUNTLEY,0.0,10th & Page
18A112000,555700,12171,242,HUNTLEY AVE,,LOT 62 PH 1 HUNTLEY,0.0,Jefferson Park Avenue
18A115000,600200,12172,232,HUNTLEY AVE,,LOT 65 PH 1 HUNTLEY,0.0,Johnson Village
18A116000,604700,12173,230,HUNTLEY AVE,,LOT 66 PH 1 HUNTLEY,0.0,Barracks Rugby
18A117000,565400,12174,228,HUNTLEY AVE,,LOT 67 PH 1 HUNTLEY,0.0,North Downtown
18A118000,569100,12175,226,HUNTLEY AVE,,LOT 68 PH 1 HUNTLEY,0.0,Venable
18A119000,535800,12176,224,HUNTLEY AVE,,LOT 69 PH 1 HUNTLEY,0.0,Locust Grove
18A120000,625700,12177,222,HUNTLEY AVE,,LOT 70 PH 1 HUNTLEY,0.0,Belmont
18A123000,587900,12178,216,HUNTLEY AVE,,LOT 73 PH 1 HUNTLEY,0.0,Barracks Road
18A124000,665600,12179,214,HUNTLEY AVE,,LOT 74 PH 1 HUNTLEY,0.0,Jefferson Park Avenue
18A046000,100,12180,0,STRIBLING AVE,,HUNTLEY COMMON AREA,331056.0,Belmont
18A131000,739300,12181,111,MORGAN CT,,LOT 6 PH 2 HUNTLEY,0.0,Belmont
18A132000,690500,12182,113,MORGAN CT,,LOT 7 PH 2 HUNTLEY,0.0,10th & Page
18A133000,624300,12183,115,MORGAN CT,,LOT 8 PH 2 HUNTLEY,0.0,Johnson Village
18A134000,677700,12184,117,MORGAN CT,,LOT 9 PH 2 HUNTLEY,0.0,10th & Page
18A135000,708300,12185,119,MORGAN CT,,LOT 10 PH 2 HUNTLEY,0.0,Venable
18A160000,510800,12186,108,MORGAN CT,,LOT 35 PH 2 HUNTLEY,0.0,Locust Grove
18A159000,513400,12187,110,MORGAN CT,,LOT 34 PH 2 HUNTLEY,0.0,Greenbrier
18A158000,569400,12188,112,MORGAN CT,,LOT 33 PH 2 HUNTLEY,0.0,Woolen Mills
18A157000,518000,12189,114,MORGAN CT,,LOT 32 PH 2 HUNTLEY,0.0,Fry's Spring
18A156000,509700,12190,116,MORGAN CT,,LOT 31 PH 2 HUNTLEY,0.0,Belmont
18A155000,513300,12191,118,MORGAN CT,,LOT 30 PH 2 HUNTLEY,0.0,The Meadows
18A154000,644600,12192,120,MORGAN CT,,LOT 29 PH 2 HUNTLEY,0.0,Woolen Mills
18A153000,654200,12193,122,MORGAN CT,,LOT 28 PH 2 HUNTLEY,0.0,Locust Grove
18A152000,631300,12194,124,MORGAN CT,,LOT 27 PH 2 HUNTLEY,0.0,Greenbrier
18A151000,75000,12195,128,MORGAN CT,,LOT 26 PH 2 HUNTLEY,0.0,Woolen Mills
18A150000,75000,12196,130,MORGAN CT,,LOT 25 PH 2 HUNTLEY,0.0,Fry's Spring
18A149000,75000,12197,132,MORGAN CT,,LOT 24 PH 2 HUNTLEY,0.0,10th & Page
18A148000,75000,12198,134,MORGAN CT,,LOT 23 PH 2 HUNTLEY,0.0,Martha Jefferson
18A147000,75000,12199,136,MORGAN CT,,LOT 22 PH 2 HUNTLEY,0.0,Venable
18A145000,150000,12200,140,MORGAN CT,,LOT 20 PH 2 HUNTLEY,0.0,The Meadows
18A146000,150000,12201,138,MORGAN CT,,LOT 21 PH 2 HUNTLEY,0.0,Johnson Village
18A144000,150000,12202,142,MORGAN CT,,LOT 19 PH 2 HUNTLEY,0.0,Martha Jefferson
18A142000,150000,12203,141,MORGAN CT,,LOTS 17& 18 PH 2 HUNTLEY,0.0,Johnson Village
18A141000,150000,12204,139,MORGAN CT,,LOT 16 PH 2 HUNTLEY,0.0,Lewis Mountain
18A140000,150000,12205,137,MORGAN CT,,LOT 15 PH 2 HUNTLEY,0.0,Woolen Mills
18A139000,150000,12206,135,MORGAN CT,,LOT 14 PH 2 HUNTLEY,0.0,10th & Page
18A138000,150000,12207,133,MORGAN CT,,LOT 13 PH 2 HUNTLEY,0.0,Johnson Village
18A137000,571200,12208,123,MORGAN CT,,LOT 12 PH 2 HUNTLEY,0.0,Belmont
18A136000,627700,12209,121,MORGAN CT,,LOT 11 PH 2 HUNTLEY,0.0,Belmont
560040A00,552700,12210,102,LEAKE LN,,PARCEL A CARLTON,0.0,Rose Hill
510022000,866200,12211,803,LOCUST AVE,,PARCEL 22 LOCUST GROVE,8712.0,Fry's Spring
490009000,988000,12212,1024,LOCUST AVE,,LOT B LOCUST GROVE,0.0,Belmont
490009220,755700,12213,1022,LOCUST AVE,,LOT A  LOCUST GROVE,0.0,Starr Hill
350089100,145600,12214,0,CYNTHIANNA AVE,,REVISED LOT 11 BK 21 ROSE HILL,0.0,Fry's Spring
270091140,521100,12215,115,LANKFORD AVE,,LOT 14 BURNET COMMONS,0.0,10th & Page
270091800,549800,12216,152,BURNET ST,,LOT 8  BURNET COMMONS,0.0,Martha Jefferson
270091900,528800,12217,150,BURNET ST,,LOT 9  BURNET COMMONS,0.0,Woolen Mills
270091101,524400,12218,148,BURNET ST,,LOT 10  BURNET COMMONS,0.0,Johnson Village
270091110,550900,12219,146,BURNET ST,,LOT 11  BURNET COMMONS,0.0,North Downtown
270091120,547500,12220,144,BURNET ST,,LOT 12 BURNET COMMONS,0.0,Barracks Road
270091130,578400,12221,142,BURNET ST,,LOT 13 BURNET COMMONS,0.0,Locust Grove
270091160,585500,12222,140,BURNET ST,,LOT 16 BURNET COMMONS,0.0,Venable
270091150,521200,12223,117,LANKFORD AVE,,LOT 15 BURNET COMMONS,0.0,10th & Page
270091700,528800,12224,154,BURNET ST,,LOT 7  BURNET COMMONS,0.0,Barracks Road
270091600,549500,12225,156,BURNET ST,,LOT 6  BURNET COMMONS,0.0,Woolen Mills
270091270,546400,12226,117,BURNET ST,,LOT 27 BURNET COMMONS,0.0,Martha Jefferson
270091280,533500,12227,115,BURNET ST,,LOT 28 BURNET COMMONS,0.0,Fry's Spring
270091290,533500,12228,113,BURNET ST,,LOT 29 BURNET COMMONS,0.0,Barracks Rugby
270091500,546400,12229,158,BURNET ST,,LOT 5  BURNET COMMONS,0.0,Locust Grove
270091400,553800,12230,160,BURNET ST,,LOT 4 BURNET COMMONS,0.0,Locust Grove
270091300,626300,12231,162,BURNET ST,,LOT 3 BURNET COMMONS,0.0,10th & Page
270091200,528800,12232,164,BURNET ST,,LOT 2 BURNET COMMONS,0.0,North Downtown
270091100,150000,12233,166,BURNET ST,,LOT 1 BURNET COMMONS,0.0,Martha Jefferson
270091170,597800,12234,139,BURNET ST,,LOT 17 BURNET COMMONS,0.0,Barracks Rugby
270091360,632000,12235,137,BURNET ST,,LOT 36 BURNET COMMONS,0.0,Venable
300152000,475000,12236,508,9TH ST SW,,"LOTS 91,104 & 105",0.0,Jefferson Park Avenue
300163800,229100,12237,705,PINE ST,,LOT 8 PINE STREET TOWNHOUSES 1,0.0,Barracks Rugby
30001924D,412900,12238,775,WALKER SQ,4D,UNIT 775-4D WALKER SQUARE COND,0.0,Rose Hill
30001924C,412900,12239,775,WALKER SQ,4C,UNIT 775-4C WALKER SQUARE COND,0.0,Jefferson Park Avenue
30001924B,424600,12240,775,WALKER SQ,4B,UNIT 775-4B WALKER SQUARE COND,0.0,Jefferson Park Avenue
30001924A,465800,12241,775,WALKER SQ,4A,UNIT 775-4A WALKER SQUARE COND,0.0,Lewis Mountain
30001923D,412900,12242,775,WALKER SQ,3D,UNIT 775-3D WALKER SQUARE COND,0.0,Lewis Mountain
30001923C,412900,12243,775,WALKER SQ,3C,UNIT 775-3C WALKER SQUARE COND,0.0,Fry's Spring
30001923B,443800,12244,775,WALKER SQ,3B,UNIT 775-3B WALKER SQUARE COND,0.0,Fifeville
30001923A,443800,12245,775,WALKER SQ,3A,UNIT 775-3A WALKER SQUARE COND,0.0,Venable
30001922D,412900,12246,775,WALKER SQ,2D,UNIT 775-2D WALKER SQUARE COND,0.0,Johnson Village
30001922C,412900,12247,775,WALKER SQ,2C,UNIT 775-2C WALKER SQUARE COND,0.0,Locust Grove
30001922B,412900,12248,775,WALKER SQ,2B,UNIT 775-2B WALKER SQUARE COND,0.0,10th & Page
30001922A,412900,12249,775,WALKER SQ,2A,UNIT 775-2A WALKER SQUARE COND,0.0,North Downtown
30001931A,412900,12250,755,WALKER SQ,1A,UNIT 755-1A WALKER SQUARE COND,0.0,Johnson Village
30001931B,405500,12251,755,WALKER SQ,1B,UNIT 755-1B WALKER SQUARE COND,0.0,Lewis Mountain
30001932A,412900,12252,755,WALKER SQ,2A,UNIT 755-2A WALKER SQUARE COND,0.0,Greenbrier
30001932B,412900,12253,755,WALKER SQ,2B,UNIT 755-2B WALKER SQUARE COND,0.0,Martha Jefferson
30001932C,412900,12254,755,WALKER SQ,2C,UNIT 755-2C WALKER SQUARE COND,0.0,Martha Jefferson
30001932D,412900,12255,755,WALKER SQ,2D,UNIT 755-2D WALKER SQUARE COND,0.0,Fry's Spring
30001933A,443800,12256,755,WALKER SQ,3A,UNIT 755-3A WALKER SQUARE COND,0.0,Belmont
30001933B,443800,12257,755,WALKER SQ,3B,UNIT 755-3B WALKER SQUARE COND,0.0,Barracks Rugby
30001933C,412900,12258,755,WALKER SQ,3C,UNIT 755-3C WALKER SQUARE COND,0.0,Jefferson Park Avenue
30001933D,412900,12259,755,WALKER SQ,3D,UNIT 755-3D WALKER SQUARE COND,0.0,10th & Page
30001934A,424600,12260,755,WALKER SQ,4A,UNIT 755-4A WALKER SQUARE COND,0.0,Barracks Rugby
30001934B,422100,12261,755,WALKER SQ,4B,UNIT 755-4B WALKER SQUARE COND,0.0,Locust Grove
30001934C,412900,12262,755,WALKER SQ,4C,UNIT 755-4C WALKER SQUARE COND,0.0,Barracks Road
30001934D,432900,12263,755,WALKER SQ,4D,UNIT 755-4D WALKER SQUARE COND,0.0,North Downtown
30001941A,281200,12264,745,WALKER SQ,1A,UNIT 745-1A WALKER SQUARE COND,0.0,Starr Hill
300019B1A,313200,12265,735,WALKER SQ,1A,UNIT 735-1A WALKER SQUARE COND,0.0,Barracks Road
300019B1B,313200,12266,735,WALKER SQ,1B,UNIT 735-1B WALKER SQUARE COND,0.0,Lewis Mountain
300019B2A,313200,12267,735,WALKER SQ,2A,UNIT 735-2A WALKER SQUARE COND,0.0,Greenbrier
300019B2B,313200,12268,735,WALKER SQ,2B,UNIT 735-2B WALKER SQUARE COND,0.0,Woolen Mills
300019B2C,313200,12269,735,WALKER SQ,2C,UNIT 735-2C WALKER SQUARE COND,0.0,Barracks Rugby
300019B2D,313200,12270,735,WALKER SQ,2D,UNIT 735-2D WALKER SQUARE COND,0.0,North Downtown
300019B3A,346400,12271,735,WALKER SQ,3A,UNIT 735-3A WALKER SQUARE COND,0.0,Belmont
300019B3B,346400,12272,735,WALKER SQ,3B,UNIT 735-3B WALKER SQUARE COND,0.0,Locust Grove
300019B3C,313200,12273,735,WALKER SQ,3C,UNIT 735-3C WALKER SQUARE COND,0.0,Rose Hill
300019B3D,313200,12274,735,WALKER SQ,3D,UNIT 735-3D WALKER SQUARE COND,0.0,Barracks Rugby
300019B4A,346400,12275,735,WALKER SQ,4A,UNIT 735-4A WALKER SQUARE COND,0.0,Rose Hill
300019B4B,346400,12276,735,WALKER SQ,4B,UNIT 735-4B WALKER SQUARE COND,0.0,Martha Jefferson
300019B4D,313200,12277,735,WALKER SQ,4D,UNIT 735-4D WALKER SQUARE COND,0.0,Belmont
300019C1A,313200,12278,725,WALKER SQ,1A,UNIT 725-1A WALKER SQUARE COND,0.0,Rose Hill
300019C1B,281200,12279,725,WALKER SQ,1B,UNIT 725-1B WALKER SQUARE COND,0.0,Starr Hill
300019C2A,313200,12280,725,WALKER SQ,2A,UNIT 725-2A WALKER SQUARE COND,0.0,Barracks Rugby
300019C2B,281200,12281,725,WALKER SQ,2B,UNIT 725-2B WALKER SQUARE COND,0.0,Lewis Mountain
300019C2C,313200,12282,725,WALKER SQ,2C,UNIT 725-2C WALKER SQUARE COND,0.0,Greenbrier
300019C2D,281200,12283,725,WALKER SQ,2D,UNIT 725-2DWALKER SQUARE COND,0.0,Belmont
300019C3A,346400,12284,725,WALKER SQ,3A,UNIT 725-3A WALKER SQUARE COND,0.0,Venable
300019C3B,293000,12285,725,WALKER SQ,3B,UNIT 725-3B WALKER SQUARE COND,0.0,Rose Hill
300019C3C,313200,12286,725,WALKER SQ,3C,UNIT 725-3C WALKER SQUARE COND,0.0,Barracks Road
300019C3D,281200,12287,725,WALKER SQ,3D,UNIT 725-3D WALKER SQUARE COND,0.0,Jefferson Park Avenue
300019C4A,346400,12288,725,WALKER SQ,4A,UNIT 725-4A WALKER SQUARE COND,0.0,Venable
300019C4B,293000,12289,725,WALKER SQ,4B,UNIT 725-4B WALKER SQUARE COND,0.0,Venable
300019C4C,313200,12290,725,WALKER SQ,4C,UNIT 725-4C WALKER SQUARE COND,0.0,Venable
300019C4D,281200,12291,725,WALKER SQ,4D,UNIT 725-4D WALKER SQUARE COND,0.0,Greenbrier
300019D1A,412900,12292,705,WALKER SQ,1A,UNIT 705-1A WALKER SQUARE CONDOS,0.0,Woolen Mills
300019D1B,313200,12293,705,WALKER SQ,1B,UNIT 705-1B WALKER SQUARE CONDOS,0.0,North Downtown
300019D1C,412900,12294,705,WALKER SQ,1C,UNIT 705-1C WALKER SQUARE COND,0.0,Belmont
300019D1D,313200,12295,705,WALKER SQ,1D,UNIT 705-1D WALKER SQUARE COND,0.0,Venable
300019D2A,443800,12296,705,WALKER SQ,2A,UNIT 705-2A WALKER SQUARE COND,0.0,Fry's Spring
300019D2B,346400,12297,705,WALKER SQ,2B,UNIT 705-2B WALKER SQUARE COND,0.0,Locust Grove
300019D2C,426100,12298,705,WALKER SQ,2C,UNIT 705-2C WALKER SQUARE COND,0.0,10th & Page
300019D2D,313200,12299,705,WALKER SQ,2D,UNIT 705-2D WALKER SQUARE COND,0.0,Martha Jefferson
300019D3A,422100,12300,705,WALKER SQ,3A,UNIT 705-3A WALKER SQUARE COND,0.0,Lewis Mountain
300019D3B,346400,12301,705,WALKER SQ,3B,UNIT 705-3B WALKER SQUARE COND,0.0,North Downtown
300019D3C,412900,12302,705,WALKER SQ,3C,UNIT 705-3C WALKER SQUARE COND,0.0,Woolen Mills
300019D3D,313200,12303,705,WALKER SQ,3D,UNIT 705-3D WALKER SQUARE COND,0.0,Rose Hill
30001951A,313200,12304,715,WALKER SQ,1A,UNIT 715-1A WALKER SQUARE COND,0.0,Martha Jefferson
30001951B,412900,12305,715,WALKER SQ,1B,UNIT 715-1B WALKER SQUARE COND,0.0,Barracks Road
30001951C,313200,12306,715,WALKER SQ,1C,UNIT 715-1C WALKER SQUARE COND,0.0,Lewis Mountain
30001951D,470700,12307,715,WALKER SQ,1D,UNIT 715-1D WALKER SQUARE COND,0.0,Starr Hill
30001952A,346400,12308,715,WALKER SQ,2A,UNIT 715-2A WALKER SQUARE COND,0.0,Jefferson Park Avenue
30001952B,443800,12309,715,WALKER SQ,2B,UNIT 715-2B WALKER SQUARE COND,0.0,Johnson Village
30001952C,313200,12310,715,WALKER SQ,2C,UNIT 715-2C WALKER SQUARE COND,0.0,Martha Jefferson
30001952D,412900,12311,715,WALKER SQ,2D,UNIT 715-2D WALKER SQUARE COND,0.0,10th & Page
30001953A,346400,12312,715,WALKER SQ,3A,UNIT 715-3A WALKER SQUARE COND,0.0,Lewis Mountain
30001953B,422100,12313,715,WALKER SQ,3B,UNIT 715-3B WALKER SQUARE COND,0.0,North Downtown
30001953C,313200,12314,715,WALKER SQ,3C,UNIT 715-3C WALKER SQUARE COND,0.0,Rose Hill
30001953D,412900,12315,715,WALKER SQ,3D,UNIT 715-3D WALKER SQUARE COND,0.0,Greenbrier
300019A1A,412900,12316,765,WALKER SQ,1A,UNIT 765-1A WALKER SQUARE COND,0.0,North Downtown
300019A1B,412900,12317,765,WALKER SQ,1B,UNIT 765-1B WALKER SQUARE COND,0.0,Locust Grove
300019A2A,412900,12318,765,WALKER SQ,2A,UNIT 765-2A WALKER SQUARE COND,0.0,Venable
300019A2B,412900,12319,765,WALKER SQ,2B,UNIT 765-2B WALKER SQUARE COND,0.0,Fifeville
300019A2C,412900,12320,765,WALKER SQ,2C,UNIT 765-2C WALKER SQUARE COND,0.0,Fry's Spring
300019A2D,412900,12321,765,WALKER SQ,2D,UNIT 765-2D WALKER SQUARE COND,0.0,Jefferson Park Avenue
300019A3A,443800,12322,765,WALKER SQ,3A,UNIT 765-3A WALKER SQUARE COND,0.0,Woolen Mills
300019A3B,443800,12323,765,WALKER SQ,3B,UNIT 765-3B WALKER SQUARE COND,0.0,10th & Page
300019A3C,455800,12324,765,WALKER SQ,3C,UNIT 765-3C WALKER SQUARE COND,0.0,Locust Grove
300019A3D,412900,12325,765,WALKER SQ,3D,UNIT 765-3D WALKER SQUARE COND,0.0,Jefferson Park Avenue
300019A4A,422100,12326,765,WALKER SQ,4A,UNIT 765-4A WALKER SQUARE COND,0.0,Fifeville
300019A4B,424600,12327,765,WALKER SQ,4B,UNIT 765-4B WALKER SQUARE COND,0.0,Belmont
300019A4C,412900,12328,765,WALKER SQ,4C,UNIT 765-4C WALKER SQUARE COND,0.0,Barracks Road
300019A4D,412900,12329,765,WALKER SQ,4D,UNIT 765-4D WALKER SQUARE COND,0.0,Belmont
30001961A,313200,12330,700,WALKER SQ,1A,UNIT 700-1A WALKER SQUARE COND,0.0,Woolen Mills
30001961B,313200,12331,700,WALKER SQ,1B,UNIT 700-1B WALKER SQUARE COND,0.0,Rose Hill
30001962A,313200,12332,700,WALKER SQ,2A,UNIT 700-2A WALKER SQUARE CON,0.0,The Meadows
30001962B,313200,12333,700,WALKER SQ,2B,UNIT 700-2B WALKER SQUARE CON,0.0,The Meadows
30001962C,313200,12334,700,WALKER SQ,2C,UNIT 700-2C WALKER SQUARE CON,0.0,Greenbrier
30001962D,313200,12335,700,WALKER SQ,2D,UNIT 700-2D WALKER SQUARE CON,0.0,Greenbrier
30001963A,346400,12336,700,WALKER SQ,3A,UNIT 700-3A WALKER SQUARE CON,0.0,Fry's Spring
30001963B,346400,12337,700,WALKER SQ,3B,UNIT 700-3B WALKER SQUARE CON,0.0,Greenbrier
30001963C,313200,12338,700,WALKER SQ,3C,UNIT 700-3C WALKER SQUARE CON,0.0,Johnson Village
30001963D,313200,12339,700,WALKER SQ,3D,UNIT 700-3D WALKER SQUARE CON,0.0,Barracks Rugby
30001964A,346400,12340,700,WALKER SQ,4A,UNIT 700-4A WALKER SQUARE CON,0.0,10th & Page
30001964B,346400,12341,700,WALKER SQ,4B,UNIT 700-4B WALKER SQUARE CON,0.0,Barracks Rugby
30001964C,313200,12342,700,WALKER SQ,4C,UNIT 700-4C WALKER SQUARE CON,0.0,Belmont
30001964D,313200,12343,700,WALKER SQ,4D,UNIT 700-4D WALKER SQUARE CON,0.0,10th & Page
300019F1A,313200,12344,710,WALKER SQ,1A,UNIT 710-1A WALKER SQUARE CON,0.0,Belmont
300019F1B,313200,12345,710,WALKER SQ,1B,UNIT 710-1B WALKER SQUARE CON,0.0,Locust Grove
300019F2A,313200,12346,710,WALKER SQ,2A,UNIT 710-2A WALKER SQUARE CON,0.0,Barracks Rugby
300019F2B,313200,12347,710,WALKER SQ,2B,UNIT 710-2B WALKER SQUARE CON,0.0,Belmont
300019F2C,313200,12348,710,WALKER SQ,2C,UNIT 710-2C WALKER SQUARE CON,0.0,Lewis Mountain
300019F2D,313200,12349,710,WALKER SQ,2D,UNIT 710-2D WALKER SQUARE CON,0.0,Fifeville
300019F3A,346400,12350,710,WALKER SQ,3A,UNIT 710-3A WALKER SQUARE CON,0.0,North Downtown
300019F3B,346400,12351,710,WALKER SQ,3B,UNIT 710-3B WALKER SQUARE CON,0.0,Locust Grove
300019F3C,313200,12352,710,WALKER SQ,3C,UNIT 710-3C WALKER SQUARE CON,0.0,Greenbrier
300019F3D,313200,12353,710,WALKER SQ,3D,UNIT 710-3D WALKER SQUARE CON,0.0,Starr Hill
300019F4A,346400,12354,710,WALKER SQ,4A,UNIT 710-4A WALKER SQUARE CON,0.0,Rose Hill
300019F4B,346400,12355,710,WALKER SQ,4B,UNIT 710-4B WALKER SQUARE CON,0.0,Woolen Mills
300019F4C,313200,12356,710,WALKER SQ,4C,UNIT 710-4C WALKER SQUARE CON,0.0,10th & Page
300019F4D,333300,12357,710,WALKER SQ,4D,UNIT 710-4D WALKER SQUARE CON,0.0,Venable
300019E2D,313200,12358,720,WALKER SQ,2D,UNIT 720-2D WALKER SQUARE CON,0.0,Woolen Mills
300019E3B,346400,12359,720,WALKER SQ,3B,UNIT 720-3B WALKER SQUARE CON,0.0,Greenbrier
300019E3D,313200,12360,720,WALKER SQ,3D,UNIT 720-3D WALKER SQUARE CON,0.0,Fry's Spring
300019E4B,346400,12361,720,WALKER SQ,4B,UNIT 720-4B WALKER SQUARE CON,0.0,Jefferson Park Avenue
300019E4D,313200,12362,720,WALKER SQ,4D,UNIT 720-4D WALKER SQUARE CON,0.0,Fry's Spring
300019E1B,313200,12363,720,WALKER SQ,1B,UNIT 720-1B WALKER SQUARE CON,0.0,Jefferson Park Avenue
30001941B,313200,12364,745,WALKER SQ,1B,UNIT 745-1B WALKER SQUARE COND,0.0,Starr Hill
30001942A,281200,12365,745,WALKER SQ,2A,UNIT 745-2A WALKER SQUARE COND,0.0,Lewis Mountain
30001942B,313200,12366,745,WALKER SQ,2B,UNIT 745-2B WALKER SQUARE COND,0.0,Fifeville
30001942C,281200,12367,745,WALKER SQ,2C,UNIT 745-2C WALKER SQUARE COND,0.0,Barracks Road
30001942D,313200,12368,745,WALKER SQ,2D,UNIT 745-2D WALKER SQUARE COND,0.0,Woolen Mills
30001943A,293000,12369,745,WALKER SQ,3A,UNIT 745-3A WALKER SQUARE COND,0.0,Barracks Road
30001943B,346400,12370,745,WALKER SQ,3B,UNIT 745-3B WALKER SQUARE COND,0.0,Rose Hill
30001943C,281200,12371,745,WALKER SQ,3C,UNIT 745-3C WALKER SQUARE COND,0.0,Fifeville
30001943D,313200,12372,745,WALKER SQ,3D,UNIT 745-3D WALKER SQUARE COND,0.0,Fifeville
30001944A,293000,12373,745,WALKER SQ,4A,UNIT 745-4A WALKER SQUARE COND,0.0,Woolen Mills
30001944B,346400,12374,745,WALKER SQ,4B,UNIT 745-4B WALKER SQUARE COND,0.0,10th & Page
30001944C,281200,12375,745,WALKER SQ,4C,UNIT 745-4C WALKER SQUARE COND,0.0,The Meadows
30001944D,313200,12376,745,WALKER SQ,4D,UNIT 745-4D WALKER SQUARE COND,0.0,Venable
30001921B,412900,12377,775,WALKER SQ,1B,UNIT 775-1BWALKER SQUARE COND,0.0,Barracks Rugby
30001921A,412900,12378,775,WALKER SQ,1A,UNIT 775-1A WALKER SQUARE COND,0.0,Fry's Spring
30001914D,412900,12379,801,WALKER SQ,4D,UNIT 801-4D WALKER SQUARE COND,0.0,Fifeville
30001913D,412900,12380,801,WALKER SQ,3D,UNIT 801-3D WALKER SQUARE COND,0.0,The Meadows
30001912D,412900,12381,801,WALKER SQ,2D,UNIT 801-2D WALKER SQUARE COND,0.0,10th & Page
30001912C,412900,12382,801,WALKER SQ,2C,UNIT 801-2C WALKER SQUARE COND,0.0,10th & Page
30001913C,412900,12383,801,WALKER SQ,3C,UNIT 801-3C WALKER SQUARE COND,0.0,Fry's Spring
30001914C,412900,12384,801,WALKER SQ,4C,UNIT 801-4C WALKER SQUARE COND,0.0,Starr Hill
30001912B,412900,12385,801,WALKER SQ,2B,UNIT 801-2B WALKER SQUARE COND,0.0,The Meadows
30001913B,412900,12386,801,WALKER SQ,3B,UNIT 801-3B WALKER SQUARE COND,0.0,Lewis Mountain
30001914B,412900,12387,801,WALKER SQ,4B,UNIT 801-4B WALKER SQUARE COND,0.0,Lewis Mountain
30001912A,412900,12388,801,WALKER SQ,2A,UNIT 801-2A WALKER SQUARE COND,0.0,Starr Hill
30001913A,412900,12389,801,WALKER SQ,3A,UNIT 801-3A WALKER SQUARE COND,0.0,Rose Hill
30001914A,412900,12390,801,WALKER SQ,4A,UNIT 801-4A WALKER SQUARE COND,0.0,Locust Grove
300019000,0,12391,801,WALKER SQ,,WALKER SQUARE COMMON AREA,0.0,Fifeville
30001971A,281200,12392,730,WALKER SQ,1A,UNIT 730-1A WALKER SQUARE CON,0.0,Fry's Spring
30001971B,313200,12393,730,WALKER SQ,1B,UNIT 730-1B WALKER SQUARE CON,0.0,Jefferson Park Avenue
30001972A,281200,12394,730,WALKER SQ,2A,UNIT 730-2A WALKER SQUARE CON,0.0,The Meadows
30001972B,315800,12395,730,WALKER SQ,2B,UNIT 730-2B WALKER SQUARE CON,0.0,Woolen Mills
30001972C,281200,12396,730,WALKER SQ,2C,UNIT 730-2C WALKER SQUARE CON,0.0,Woolen Mills
30001972D,313200,12397,730,WALKER SQ,2D,UNIT 730-2D WALKER SQUARE CON,0.0,Jefferson Park Avenue
30001973A,293000,12398,730,WALKER SQ,3A,UNIT 730-3A WALKER SQUARE CON,0.0,Greenbrier
30001973B,346400,12399,730,WALKER SQ,3B,UNIT 730-3B WALKER SQUARE CON,0.0,The Meadows
30001973C,281200,12400,730,WALKER SQ,3C,UNIT 730-3C WALKER SQUARE CON,0.0,Martha Jefferson
30001973D,313200,12401,730,WALKER SQ,3D,UNIT 730-3D WALKER SQUARE CON,0.0,Starr Hill
30001974A,293000,12402,730,WALKER SQ,4A,UNIT 730-4A WALKER SQUARE CON,0.0,Greenbrier
30001974B,346400,12403,730,WALKER SQ,4B,UNIT 730-4B WALKER SQUARE CON,0.0,Woolen Mills
30001974C,281200,12404,730,WALKER SQ,4C,UNIT 730-4C WALKER SQUARE CON,0.0,Martha Jefferson
30001974D,313200,12405,730,WALKER SQ,4D,UNIT 730-4D WALKER SQUARE CON,0.0,Rose Hill
300019J1A,412900,12406,740,WALKER SQ,1A,UNIT 740-1A WALKER SQUARE CON,0.0,Johnson Village
300019J1B,412900,12407,740,WALKER SQ,1B,UNIT 740-1B WALKER SQUARE CON,0.0,North Downtown
300019J2A,412900,12408,740,WALKER SQ,2A,UNIT 740-2A WALKER SQUARE CON,0.0,Johnson Village
300019J2B,412900,12409,740,WALKER SQ,2B,UNIT 740-2B WALKER SQUARE CON,0.0,Barracks Road
300019J2C,426100,12410,740,WALKER SQ,2C,UNIT 740-2C WALKER SQUARE CON,0.0,Johnson Village
300019J2D,412900,12411,740,WALKER SQ,2D,UNIT 740-2D WALKER SQUARE CON,0.0,Lewis Mountain
300019J3A,448100,12412,740,WALKER SQ,3A,UNIT 740-3A WALKER SQUARE CON,0.0,10th & Page
